transaction_id,transaction_key,customer_key,currency_key,category_key,date_key,transaction_timestamp,transaction_amount_eur,current_exchange_rate,is_high_value_transaction
49921,1179,643,1,1,4,2020-01-04 08:52:00,73.44,1.0,0
89202,1183,801,1,3,4,2020-01-04 09:05:00,116.39,1.0,0
42153,1185,210,1,2,4,2020-01-04 09:13:00,79.12,1.0,0
54256,1190,632,2,3,4,2020-01-04 09:29:00,7.41,0.09496,0
27445,1191,648,3,2,4,2020-01-04 09:30:00,8.81,0.08787,0
19479,1194,233,1,3,4,2020-01-04 09:35:00,154.07,1.0,0
3563,1196,158,1,2,4,2020-01-04 09:45:00,87.27,1.0,0
2209,1198,787,3,3,4,2020-01-04 09:55:00,12.75,0.08787,0
76417,1204,448,2,2,4,2020-01-04 10:11:00,10.1,0.09496,0
93313,1206,803,1,1,4,2020-01-04 10:31:00,111.44,1.0,0
108735,1207,535,1,3,4,2020-01-04 10:45:00,140.45,1.0,0
72511,1209,209,2,1,4,2020-01-04 10:54:00,3.69,0.09496,0
95660,1211,13,2,2,4,2020-01-04 11:00:00,11.52,0.09496,0
24545,1215,127,1,1,4,2020-01-04 11:07:00,118.5,1.0,0
109504,1230,341,1,1,4,2020-01-04 12:03:00,129.6,1.0,0
91557,1233,947,1,3,4,2020-01-04 12:14:00,97.67,1.0,0
40575,1234,995,2,1,4,2020-01-04 12:33:00,13.44,0.09496,0
33288,1252,205,1,1,4,2020-01-04 14:20:00,52.2,1.0,0
83347,1261,28,1,1,4,2020-01-04 14:53:00,163.5,1.0,0
51630,1262,613,1,1,4,2020-01-04 15:04:00,72.47,1.0,0
91251,1266,667,1,2,4,2020-01-04 15:42:00,64.02,1.0,0
32301,1269,670,1,3,4,2020-01-04 15:57:00,126.84,1.0,0
108858,1277,434,3,1,4,2020-01-04 16:48:00,4.79,0.08787,0
77023,1278,672,3,3,4,2020-01-04 16:50:00,6.82,0.08787,0
112655,1280,142,1,3,4,2020-01-04 17:06:00,60.79,1.0,0
118701,1287,297,1,1,4,2020-01-04 17:40:00,69.68,1.0,0
38030,1291,1024,1,1,4,2020-01-04 18:05:00,87.33,1.0,0
12942,1296,694,2,1,4,2020-01-04 18:51:00,15.92,0.09496,0
82437,1304,330,1,1,4,2020-01-04 19:11:00,109.56,1.0,0
67057,1311,836,3,2,4,2020-01-04 19:33:00,9.84,0.08787,0
90655,1312,860,1,3,4,2020-01-04 19:36:00,86.06,1.0,0
108637,1315,530,1,1,4,2020-01-04 19:38:00,63.15,1.0,0
69519,1333,144,1,3,4,2020-01-04 21:11:00,99.09,1.0,0
30940,1338,625,1,2,4,2020-01-04 21:33:00,63.05,1.0,0
116216,1343,510,1,3,4,2020-01-04 21:40:00,115.69,1.0,0
42074,1348,914,1,1,4,2020-01-04 21:53:00,65.84,1.0,0
104576,1353,650,2,2,4,2020-01-04 22:21:00,12.15,0.09496,0
1651,1357,707,1,1,4,2020-01-04 22:41:00,133.32,1.0,0
60871,1358,557,3,1,4,2020-01-04 22:46:00,9.95,0.08787,0
13138,1359,675,1,1,4,2020-01-04 22:50:00,72.3,1.0,0
117123,1365,897,1,2,4,2020-01-04 23:11:00,136.92,1.0,0
8636,1367,242,1,1,4,2020-01-04 23:16:00,115.82,1.0,0
106691,1369,900,3,2,4,2020-01-04 23:27:00,9.47,0.08787,0
16469,1375,826,1,3,4,2020-01-04 23:49:00,81.2,1.0,0
65660,1379,27,1,2,5,2020-01-05 00:00:00,111.59,1.0,0
106825,1381,163,1,3,5,2020-01-05 00:07:00,153.09,1.0,0
83547,1387,344,1,2,5,2020-01-05 00:33:00,53.23,1.0,0
90469,1397,148,1,3,5,2020-01-05 01:02:00,78.62,1.0,0
55250,1399,299,2,1,5,2020-01-05 01:05:00,6.6,0.09496,0
15400,1402,238,1,2,5,2020-01-05 01:10:00,124.79,1.0,0
78025,1409,505,1,2,5,2020-01-05 01:38:00,73.98,1.0,0
64035,1410,498,2,3,5,2020-01-05 01:41:00,10.64,0.09496,0
9397,1430,706,1,3,5,2020-01-05 03:47:00,70.85,1.0,0
16613,1434,165,1,2,5,2020-01-05 04:09:00,73.1,1.0,0
85827,1438,213,2,3,5,2020-01-05 04:25:00,10.45,0.09496,0
21960,1440,973,1,3,5,2020-01-05 04:30:00,67.89,1.0,0
45793,1443,642,1,1,5,2020-01-05 04:49:00,117.64,1.0,0
13518,1445,347,2,1,5,2020-01-05 04:52:00,12.21,0.09496,0
92268,1453,260,1,1,5,2020-01-05 05:10:00,73.75,1.0,0
90036,1461,723,2,1,5,2020-01-05 05:45:00,16.43,0.09496,0
45903,1475,486,2,2,5,2020-01-05 06:23:00,5.75,0.09496,0
98478,1477,508,2,2,5,2020-01-05 06:32:00,10.82,0.09496,0
42045,1480,807,1,3,5,2020-01-05 06:47:00,155.86,1.0,0
43733,1482,1003,1,3,5,2020-01-05 06:51:00,71.19,1.0,0
32237,1491,550,1,1,5,2020-01-05 07:19:00,160.52,1.0,0
117096,1492,768,3,1,5,2020-01-05 07:31:00,11.29,0.08787,0
32156,1497,408,3,2,5,2020-01-05 07:42:00,7.54,0.08787,0
100423,1501,135,2,1,5,2020-01-05 08:12:00,11.88,0.09496,0
90044,1506,93,2,1,5,2020-01-05 08:20:00,4.82,0.09496,0
58540,1511,744,2,1,5,2020-01-05 08:30:00,4.99,0.09496,0
91946,1514,501,2,3,5,2020-01-05 08:36:00,17.28,0.09496,0
52409,1523,1,1,2,5,2020-01-05 09:07:00,118.34,1.0,0
2022,1524,971,1,1,5,2020-01-05 09:10:00,147.49,1.0,0
97090,1527,638,1,2,5,2020-01-05 09:25:00,60.2,1.0,0
113434,1532,309,1,1,5,2020-01-05 09:48:00,107.93,1.0,0
5101,1539,938,1,1,5,2020-01-05 10:14:00,100.25,1.0,0
71955,1540,99,1,3,5,2020-01-05 10:26:00,193.27,1.0,0
67637,1543,533,1,3,5,2020-01-05 10:34:00,143.2,1.0,0
75271,1544,607,1,1,5,2020-01-05 10:45:00,103.78,1.0,0
21113,1546,936,3,3,5,2020-01-05 10:49:00,4.22,0.08787,0
100699,1547,714,1,2,5,2020-01-05 10:49:00,90.46,1.0,0
8113,1549,161,2,1,5,2020-01-05 10:58:00,9.35,0.09496,0
106755,1550,527,3,2,5,2020-01-05 10:59:00,9.72,0.08787,0
11933,1554,850,3,1,5,2020-01-05 11:14:00,9.2,0.08787,0
92763,1555,371,3,2,5,2020-01-05 11:20:00,10.75,0.08787,0
55974,1560,3,1,3,5,2020-01-05 11:46:00,41.57,1.0,0
112427,1562,247,1,3,5,2020-01-05 11:51:00,127.44,1.0,0
31362,1568,595,1,1,5,2020-01-05 12:42:00,128.96,1.0,0
271,1569,280,2,3,5,2020-01-05 12:43:00,7.41,0.09496,0
32993,1580,45,1,1,5,2020-01-05 13:46:00,73.87,1.0,0
97131,1581,378,1,2,5,2020-01-05 13:54:00,79.84,1.0,0
11976,1582,171,3,3,5,2020-01-05 13:56:00,7.93,0.08787,0
48121,1583,893,1,2,5,2020-01-05 14:03:00,104.93,1.0,0
71807,1598,590,2,3,5,2020-01-05 15:16:00,11.17,0.09496,0
3208,1603,166,1,2,5,2020-01-05 15:54:00,120.63,1.0,0
68774,1606,461,1,3,5,2020-01-05 16:00:00,123.71,1.0,0
6775,1610,781,1,3,5,2020-01-05 16:19:00,52.28,1.0,0
39782,1611,688,3,1,5,2020-01-05 16:21:00,4.89,0.08787,0
84715,1615,541,1,2,5,2020-01-05 16:32:00,75.07,1.0,0
59096,1618,451,1,3,5,2020-01-05 16:43:00,175.05,1.0,0
6994,1619,50,1,3,5,2020-01-05 16:46:00,140.56,1.0,0
57663,1623,848,3,2,5,2020-01-05 17:11:00,10.05,0.08787,0
105048,1624,241,2,2,5,2020-01-05 17:21:00,11.64,0.09496,0
39542,1626,215,2,3,5,2020-01-05 17:36:00,5.27,0.09496,0
63188,1627,327,1,3,5,2020-01-05 17:37:00,123.53,1.0,0
10539,1632,570,3,1,5,2020-01-05 17:56:00,9.65,0.08787,0
91102,1635,883,3,3,5,2020-01-05 18:00:00,3.46,0.08787,0
109114,1644,152,1,3,5,2020-01-05 19:24:00,38.62,1.0,0
641,1649,649,1,3,5,2020-01-05 20:03:00,186.34,1.0,0
40279,1653,1036,3,2,5,2020-01-05 20:17:00,9.16,0.08787,0
63952,1663,348,3,3,5,2020-01-05 21:06:00,9.43,0.08787,0
46783,1665,898,1,2,5,2020-01-05 21:08:00,66.57,1.0,0
81940,1672,473,1,3,5,2020-01-05 21:37:00,123.07,1.0,0
67681,1678,908,1,1,5,2020-01-05 21:57:00,109.38,1.0,0
119541,1696,996,1,1,5,2020-01-05 22:56:00,154.76,1.0,0
76795,1700,967,1,3,5,2020-01-05 23:14:00,153.93,1.0,0
55201,1702,167,2,2,5,2020-01-05 23:20:00,12.08,0.09496,0
91812,1705,249,2,2,5,2020-01-05 23:38:00,11.32,0.09496,0
27737,1712,819,1,2,6,2020-01-06 00:09:00,152.86,1.0,0
50878,1714,830,2,3,6,2020-01-06 00:22:00,10.06,0.09496,0
45851,1718,923,2,1,6,2020-01-06 00:37:00,5.93,0.09496,0
10050,1720,461,1,1,6,2020-01-06 00:45:00,109.58,1.0,0
82513,1724,112,2,3,6,2020-01-06 00:52:00,11.58,0.09496,0
73831,1736,455,2,3,6,2020-01-06 01:41:00,9.9,0.09496,0
89112,1747,731,1,2,6,2020-01-06 02:02:00,83.49,1.0,0
47992,1750,215,1,2,6,2020-01-06 02:28:00,162.07,1.0,0
27533,1751,355,3,1,6,2020-01-06 02:29:00,9.75,0.08787,0
84788,1755,167,3,2,6,2020-01-06 02:44:00,7.9,0.08787,0
115737,1757,1022,1,3,6,2020-01-06 02:46:00,65.78,1.0,0
79461,1759,13,2,2,6,2020-01-06 02:50:00,9.44,0.09496,0
61884,1760,116,3,3,6,2020-01-06 02:54:00,8.55,0.08787,0
7713,1761,474,1,1,6,2020-01-06 03:02:00,130.53,1.0,0
740,1768,496,1,3,6,2020-01-06 03:39:00,61.68,1.0,0
152,1772,326,1,3,6,2020-01-06 03:45:00,29.46,1.0,0
65923,1781,587,1,1,6,2020-01-06 04:13:00,67.98,1.0,0
78878,1782,150,1,3,6,2020-01-06 04:14:00,175.45,1.0,0
35635,1795,196,2,3,6,2020-01-06 05:19:00,15.84,0.09496,0
101780,1798,956,1,3,6,2020-01-06 05:50:00,114.46,1.0,0
12493,1804,405,3,2,6,2020-01-06 06:02:00,8.55,0.08787,0
14519,1808,81,1,3,6,2020-01-06 06:09:00,85.38,1.0,0
